Class,Rake_Title_Count,Yake_Title_Count,Keybert_Title_Count,Rake_Annotation_Count,Yake_Annotation_Count,Keybert_Annotation_Count
Text Mining,8,19,4,39,35,8
Text Mining,3,10,1,58,10,7
Text Mining,7,11,3,64,45,2
Text Mining,6,10,3,76,26,4
Text Mining,4,7,3,49,28,3
Text Mining,3,9,3,64,10,5
Text Mining,3,7,3,70,28,3
Text Mining,6,10,2,67,25,5
Text Mining,6,14,2,68,25,3
Text Mining,5,8,3,46,19,4
Text Mining,3,4,0,48,31,2
Text Mining,4,6,1,100,22,6
Text Mining,7,11,4,93,58,6
Text Mining,4,10,1,57,39,9
Text Mining,4,9,1,69,31,5
Text Mining,7,5,2,54,16,8
Text Mining,1,4,2,58,29,4
Text Mining,3,9,4,68,44,14
Text Mining,7,8,4,57,25,4
Text Mining,5,6,2,54,26,9
Text Mining,4,13,4,47,22,5
Text Mining,1,9,2,72,27,4
Text Mining,5,6,3,68,24,6
Text Mining,8,18,4,61,40,7
Text Mining,4,4,1,52,21,4
Text Mining,6,14,1,40,26,7
Text Mining,13,14,3,117,39,9
Text Mining,4,10,4,64,35,10
Text Mining,6,9,2,88,38,10
Text Mining,5,7,1,95,41,3
Text Mining,7,12,3,54,21,8
Text Mining,1,5,0,48,21,2
Text Mining,7,10,1,62,26,5
Text Mining,8,12,2,90,30,3
Text Mining,2,5,1,94,27,3
Text Mining,1,13,3,57,14,9
Text Mining,3,7,3,102,31,3
Text Mining,9,10,0,80,24,1
Text Mining,4,11,0,66,23,7
Text Mining,4,11,2,61,20,6
Text Mining,5,10,2,59,25,5
Text Mining,5,5,3,81,21,3
Text Mining,5,13,1,77,40,9
Text Mining,10,16,1,45,16,9
Text Mining,3,3,2,58,22,11
Text Mining,7,11,3,72,47,9
Text Mining,3,2,0,44,22,9
Text Mining,6,7,2,98,39,6
Text Mining,4,11,4,34,45,12
Text Mining,7,9,4,82,43,10
Text Mining,2,7,3,46,27,8
Text Mining,6,8,2,42,21,3
Text Mining,5,9,4,21,22,5
Text Mining,5,5,3,52,21,5
Text Mining,8,6,0,73,31,10
Text Mining,8,12,4,91,25,5
Text Mining,4,10,0,86,44,13
Text Mining,5,11,2,70,26,6
Text Mining,8,9,1,35,19,7
Text Mining,6,14,6,79,47,16
Text Mining,7,7,2,73,39,11
Text Mining,6,14,1,89,46,9
Text Mining,6,8,4,73,21,6
Text Mining,6,8,4,71,52,10
Text Mining,4,5,4,31,27,6
Text Mining,8,12,2,90,24,3
Text Mining,6,11,2,75,20,4
Text Mining,2,11,3,50,11,3
Text Mining,4,7,2,61,25,8
Text Mining,6,11,1,101,11,10
Text Mining,5,13,2,57,47,13
Text Mining,5,7,0,63,46,10
Text Mining,7,13,2,90,33,6
Text Mining,5,9,1,58,26,7
Text Mining,3,9,2,62,24,5
Text Mining,5,13,1,54,26,4
Text Mining,5,7,0,72,22,6
Text Mining,6,6,3,95,30,5
Text Mining,3,10,3,44,25,6
Text Mining,5,12,5,50,24,6
Text Mining,4,12,5,6,14,5
Text Mining,5,10,3,51,17,2
Text Mining,9,8,2,64,12,4
Text Mining,4,7,4,87,29,4
Text Mining,7,10,1,36,13,4
Text Mining,5,8,0,69,21,7
Text Mining,3,6,3,51,22,5
Text Mining,6,8,2,64,19,5
Text Mining,3,9,4,95,38,7
Text Mining,3,7,4,53,16,9
Text Mining,5,7,0,63,19,5
Text Mining,5,9,0,57,11,8
Text Mining,3,11,3,54,36,10
Text Mining,7,7,2,57,26,7
Text Mining,2,6,0,64,29,2
Text Mining,5,10,3,54,16,1
Text Mining,6,6,1,124,54,12
Text Mining,6,8,1,46,23,4
Text Mining,6,10,0,67,37,9
Text Mining,5,11,0,33,7,3
Text Mining,5,10,3,34,38,16
Text Mining,4,8,1,86,30,9
Text Mining,5,6,3,89,28,1
Text Mining,1,11,1,58,17,6
Text Mining,4,4,1,60,38,6
Text Mining,3,7,2,44,35,10
Text Mining,6,16,2,49,20,4
Text Mining,4,12,3,69,39,5
Text Mining,1,6,0,88,47,9
Text Mining,7,11,0,57,20,3
Text Mining,6,11,2,53,20,9
Text Mining,4,3,2,47,23,11
Text Mining,3,8,1,100,40,5
Text Mining,6,11,3,34,18,4
Text Mining,2,10,1,46,27,12
Text Mining,4,11,4,52,53,14
Text Mining,2,7,6,44,11,5
Text Mining,3,7,2,36,29,7
Text Mining,11,6,1,82,16,4
Text Mining,4,8,1,89,42,7
Text Mining,5,12,5,61,20,3
Text Mining,6,10,1,83,40,3
Text Mining,7,11,3,72,17,6
Text Mining,2,4,0,48,32,6
Text Mining,2,5,1,51,36,10
Text Mining,3,7,4,39,16,8
Text Mining,5,9,3,38,27,6
Text Mining,5,7,3,73,49,14
Text Mining,8,15,3,79,26,7
Text Mining,6,11,4,71,29,10
Text Mining,8,5,0,92,36,5
Text Mining,6,10,3,81,22,3
Text Mining,7,12,2,87,52,22
Text Mining,9,9,6,74,38,11
Text Mining,3,5,1,69,41,13
Text Mining,4,10,2,89,28,2
Text Mining,7,9,1,52,18,4
Text Mining,10,8,1,92,48,5
Text Mining,8,10,1,54,20,9
Text Mining,4,16,5,41,25,13
Text Mining,3,4,0,25,20,4
Text Mining,9,7,1,79,43,5
Text Mining,7,9,1,76,25,7
Text Mining,5,8,1,30,18,4
Text Mining,9,13,4,101,42,4
Text Mining,4,9,0,33,34,12
Text Mining,2,7,4,48,24,4
Text Mining,6,10,1,75,31,8
Text Mining,3,6,2,56,26,5
Text Mining,2,7,2,21,18,5
Text Mining,2,5,1,56,25,6
Text Mining,3,10,0,66,22,6
Text Mining,3,10,3,92,25,5
Text Mining,4,8,3,87,24,5
Text Mining,6,8,0,57,34,4
Text Mining,4,7,1,51,13,10
Text Mining,6,6,1,63,16,6
Text Mining,2,9,1,28,29,9
Text Mining,6,18,5,55,34,11
Text Mining,5,9,4,40,13,4
Text Mining,5,9,2,73,41,13
Text Mining,3,11,3,63,42,2
Text Mining,2,8,2,44,33,6
Text Mining,5,13,3,71,10,7
Text Mining,5,6,3,55,24,8
Text Mining,4,5,2,35,35,8
Text Mining,8,14,1,87,25,3
Text Mining,4,7,1,66,39,5
Text Mining,3,7,0,53,21,7
Text Mining,8,13,4,82,22,8
Text Mining,3,7,5,30,30,4
Text Mining,3,12,2,53,25,8
Text Mining,3,6,1,81,51,10
Text Mining,5,10,5,37,14,3
Text Mining,3,9,2,37,14,0
Text Mining,3,4,1,53,19,3
Text Mining,3,12,0,50,14,5
Text Mining,9,6,5,60,42,6
Text Mining,2,5,2,109,18,10
Text Mining,6,7,4,41,40,5
Text Mining,2,6,2,29,37,15
Text Mining,9,9,1,104,58,9
Text Mining,3,10,2,45,36,10
Text Mining,4,9,2,41,31,1
Text Mining,6,14,0,79,49,0
Text Mining,7,11,0,69,28,3
Text Mining,5,9,3,47,30,7
Text Mining,11,13,2,73,17,14
Text Mining,4,7,1,51,51,17
Text Mining,4,8,4,80,29,11
Text Mining,6,8,0,62,20,5
Text Mining,3,9,5,42,19,7
Text Mining,6,17,3,83,62,7
Text Mining,4,10,1,26,15,3
Text Mining,4,6,3,55,17,9
Text Mining,5,5,0,115,42,1
Text Mining,3,5,5,52,15,4
Text Mining,4,9,3,56,25,8
Text Mining,6,12,1,59,15,1
Text Mining,8,7,3,80,26,5
Text Mining,3,14,2,78,13,1
Text Mining,5,8,1,46,27,2
Text Mining,8,7,1,96,25,8
Text Mining,3,6,3,66,25,2
Text Mining,5,11,3,29,12,7
Text Mining,4,7,2,61,29,2
Text Mining,2,5,2,66,22,8
Text Mining,5,3,3,75,56,9
Text Mining,12,12,1,93,24,2
Text Mining,6,9,1,113,49,4
Text Mining,5,8,3,43,27,5
Text Mining,9,16,1,65,16,4
Text Mining,1,8,1,70,21,6
Text Mining,4,7,0,78,16,3
Text Mining,4,7,6,29,22,5
Text Mining,6,2,0,81,31,5
Text Mining,3,12,6,67,20,11
Text Mining,3,10,5,37,19,4
Text Mining,0,6,3,44,30,8
Text Mining,3,13,4,103,26,5
Text Mining,2,8,2,62,32,9
Text Mining,6,12,2,78,15,6
Text Mining,8,9,4,86,69,20
Text Mining,2,9,4,53,19,3
Text Mining,5,8,3,108,17,5
Text Mining,6,8,0,91,59,11
Text Mining,8,11,0,67,34,2
Text Mining,4,6,5,87,19,10
Text Mining,6,13,3,45,43,8
Text Mining,5,7,3,46,18,7
Text Mining,5,7,1,85,25,8
Text Mining,6,9,3,24,22,7
Text Mining,2,7,0,52,25,14
Text Mining,7,15,1,84,41,6
Text Mining,1,4,0,71,15,3
Text Mining,7,10,2,63,15,8
Text Mining,5,5,2,65,29,7
Text Mining,6,6,0,96,30,6
Text Mining,7,7,2,36,29,6
Text Mining,12,13,3,46,16,2
Text Mining,7,9,0,102,33,6
Text Mining,2,9,4,53,9,7
Text Mining,10,15,3,62,44,5
Text Mining,6,11,2,37,17,6
Text Mining,3,7,3,67,32,11
Text Mining,7,11,6,86,24,5
Text Mining,5,8,1,64,27,6
Text Mining,5,9,0,120,17,10
Text Mining,5,7,3,62,25,9
Text Mining,3,5,2,72,57,11
Text Mining,4,11,5,78,24,6
Text Mining,5,8,4,65,18,6
Text Mining,1,11,7,43,19,4
Text Mining,6,7,0,130,49,4
Text Mining,3,3,1,111,51,10
Text Mining,3,5,1,71,23,8
Text Mining,5,8,1,70,21,5
Text Mining,5,16,1,48,24,3
Text Mining,10,7,1,62,13,7
Text Mining,1,8,4,61,26,7
Text Mining,3,10,1,57,29,3
Text Mining,10,9,3,81,58,10
Text Mining,4,11,0,57,22,2
Text Mining,8,8,1,35,21,9
Text Mining,5,10,3,66,38,14
Text Mining,2,6,1,27,21,13
Text Mining,3,10,2,41,19,4
Text Mining,5,10,2,91,27,12
Text Mining,4,11,0,83,29,9
Text Mining,4,9,4,46,29,6
Text Mining,7,12,1,78,40,5
Text Mining,6,8,1,81,40,2
Text Mining,6,4,1,121,43,6
Text Mining,5,9,0,121,35,1
Text Mining,4,9,1,55,27,8
Text Mining,7,11,3,82,35,10
Text Mining,5,15,2,73,6,3
Text Mining,6,9,1,49,24,1
Text Mining,5,6,1,73,22,7
Text Mining,3,8,3,35,19,6
Text Mining,2,12,2,26,5,6
Text Mining,4,6,5,44,34,7
Text Mining,6,12,4,82,27,12
Text Mining,1,6,6,45,17,4
Text Mining,6,3,3,49,19,7
Text Mining,1,5,2,62,17,7
Text Mining,1,5,6,27,21,5
Text Mining,8,10,1,97,45,10
Text Mining,2,9,6,82,38,3
Text Mining,4,7,3,75,28,10
Text Mining,4,11,2,96,18,6
Text Mining,8,9,3,80,16,1
Text Mining,5,9,0,83,12,9
Text Mining,6,6,0,53,23,10
Text Mining,3,11,2,49,12,7
Text Mining,4,7,1,50,23,9
Text Mining,8,8,0,81,34,2
Text Mining,8,8,2,58,15,4
Text Mining,4,2,1,43,22,10
Text Mining,5,8,0,71,22,6
Text Mining,4,7,2,67,50,6
Text Mining,2,9,3,70,34,7
Text Mining,5,3,6,73,36,6
Text Mining,7,10,0,97,35,4
Text Mining,4,8,4,36,18,8
Text Mining,4,8,3,56,24,11
Text Mining,3,9,2,67,14,8
Text Mining,8,11,4,44,11,3
Text Mining,6,12,3,53,32,10
Text Mining,3,15,1,65,34,5
Text Mining,4,9,3,53,37,6
Text Mining,3,8,4,79,11,3
Text Mining,5,8,4,49,38,13
Text Mining,6,9,4,94,73,23
Text Mining,2,5,2,45,15,3
Text Mining,2,5,2,29,24,10
Text Mining,2,5,3,69,13,5
Text Mining,7,5,1,81,46,12
Text Mining,5,13,3,79,46,5
Text Mining,5,8,2,59,59,21
Text Mining,5,6,0,69,42,6
Text Mining,4,7,4,13,13,3
Text Mining,4,10,4,34,49,12
Text Mining,5,6,0,70,19,3
Text Mining,2,9,5,72,14,1
Text Mining,4,10,5,83,14,11
Text Mining,6,8,0,61,48,6
Text Mining,5,10,0,111,37,3
Text Mining,6,8,6,90,44,17
Text Mining,4,9,2,55,26,12
Text Mining,5,7,1,85,28,7
Text Mining,1,7,1,75,17,2
Text Mining,5,10,3,64,36,4
Text Mining,12,7,1,117,39,5
Text Mining,4,15,4,33,15,5
Text Mining,2,6,3,54,25,11
Text Mining,6,9,2,135,68,15
Text Mining,4,5,2,59,29,9
Text Mining,2,6,2,49,29,2
Text Mining,3,11,4,77,11,5
Text Mining,5,10,2,110,28,4
Text Mining,9,13,2,40,30,2
Text Mining,5,7,4,52,25,10
Text Mining,3,10,4,20,24,10
Text Mining,5,9,1,51,26,3
Text Mining,3,8,2,53,16,3
Text Mining,6,9,4,66,53,12
Text Mining,3,6,2,44,26,1
Text Mining,7,8,2,69,45,8
Text Mining,7,10,4,71,15,6
Text Mining,6,4,1,114,47,6
Text Mining,6,16,2,49,11,3
Text Mining,6,10,2,66,39,13
Text Mining,7,10,0,103,71,5
Text Mining,4,16,4,32,17,6
Text Mining,14,15,2,100,52,4
Text Mining,4,8,0,67,29,3
Text Mining,5,7,2,80,20,6
Text Mining,6,12,3,76,31,2
Text Mining,4,8,2,52,44,12
Text Mining,4,10,2,35,29,2
Information Retrieval,4,13,0,48,43,6
Information Retrieval,7,13,3,66,14,5
Information Retrieval,5,12,3,31,29,10
Information Retrieval,5,15,2,24,32,7
Information Retrieval,3,8,3,74,33,9
Information Retrieval,3,11,2,53,32,5
Information Retrieval,9,10,2,99,52,9
Information Retrieval,3,7,4,20,22,4
Information Retrieval,12,18,4,110,41,10
Information Retrieval,6,13,6,90,39,10
Information Retrieval,7,14,3,129,51,13
Information Retrieval,3,8,4,46,22,8
Information Retrieval,2,5,3,28,24,6
Information Retrieval,5,9,3,52,37,11
Information Retrieval,2,10,1,56,52,9
Information Retrieval,4,10,3,46,26,11
Information Retrieval,8,7,2,65,27,2
Information Retrieval,4,6,2,47,20,9
Information Retrieval,7,12,3,64,46,14
Information Retrieval,11,14,4,60,37,11
Information Retrieval,4,6,0,61,26,6
Information Retrieval,6,13,4,62,37,9
Information Retrieval,5,9,3,73,47,7
Information Retrieval,3,6,4,106,36,1
Information Retrieval,6,7,3,76,31,16
Information Retrieval,2,12,4,38,22,7
Information Retrieval,4,9,2,54,25,4
Information Retrieval,6,16,3,127,51,7
Information Retrieval,5,6,2,57,18,7
Information Retrieval,5,10,2,23,17,4
Information Retrieval,3,17,6,51,27,6
Information Retrieval,7,5,3,78,32,13
Information Retrieval,6,1,3,74,27,2
Information Retrieval,4,9,3,37,24,3
Information Retrieval,9,7,3,97,56,13
Information Retrieval,4,5,1,55,26,3
Information Retrieval,2,6,1,66,33,9
Information Retrieval,6,14,5,50,28,7
Information Retrieval,3,10,4,20,24,10
Information Retrieval,4,17,7,70,77,26
Information Retrieval,6,6,2,86,38,6
Information Retrieval,6,11,4,47,32,7
Information Retrieval,3,7,6,15,34,19
Information Retrieval,6,12,3,65,47,8
Information Retrieval,5,8,2,98,37,6
Information Retrieval,2,7,5,35,23,7
Information Retrieval,3,11,3,55,45,11
Information Retrieval,3,11,5,58,34,7
Information Retrieval,3,10,2,30,23,9
Information Retrieval,7,5,1,64,32,3
Information Retrieval,4,9,2,35,30,6
Information Retrieval,9,10,2,89,56,4
Information Retrieval,2,11,5,62,26,10
Information Retrieval,5,12,3,47,21,10
Information Retrieval,9,15,5,57,35,9
Information Retrieval,3,6,3,45,26,4
Information Retrieval,5,11,1,76,37,6
Information Retrieval,6,9,5,60,25,13
Information Retrieval,3,6,3,49,29,2
Information Retrieval,3,11,5,45,16,5
Information Retrieval,5,10,3,60,30,4
Information Retrieval,2,4,3,19,15,7
Information Retrieval,2,9,3,26,49,24
Information Retrieval,7,9,6,76,40,8
Information Retrieval,3,7,4,11,26,12
Information Retrieval,4,8,2,88,35,8
Information Retrieval,5,4,4,37,25,6
Information Retrieval,3,13,8,30,21,8
Information Retrieval,8,14,4,71,44,12
Information Retrieval,4,14,5,39,47,16
Information Retrieval,4,13,2,94,41,7
Information Retrieval,4,8,3,51,38,4
Information Retrieval,5,16,4,55,28,9
Information Retrieval,6,8,1,141,33,1
Information Retrieval,9,10,1,89,102,20
Information Retrieval,4,10,3,51,36,8
Information Retrieval,2,8,6,36,12,9
Information Retrieval,5,11,4,92,20,6
Information Retrieval,5,9,1,52,23,3
Information Retrieval,2,4,6,77,44,7
Information Retrieval,5,4,0,82,56,7
Information Retrieval,3,7,2,49,29,7
Information Retrieval,6,10,3,68,43,11
Information Retrieval,3,10,5,36,16,4
Information Retrieval,2,5,2,75,22,11
Information Retrieval,3,7,5,77,42,3
Information Retrieval,4,7,0,66,31,5
Information Retrieval,2,10,5,39,41,13
Information Retrieval,6,11,3,37,13,7
Information Retrieval,3,8,4,51,61,31
Information Retrieval,7,15,5,95,70,16
Information Retrieval,8,12,6,54,15,3
Information Retrieval,5,10,4,49,19,9
Information Retrieval,6,7,1,66,24,4
Information Retrieval,1,5,4,32,36,12
Information Retrieval,3,10,3,62,28,13
Information Retrieval,8,5,0,65,30,4
Information Retrieval,4,14,4,53,69,13
Information Retrieval,9,13,7,65,25,5
Information Retrieval,5,12,3,101,38,5
Information Retrieval,7,13,0,38,23,7
Information Retrieval,6,6,3,67,21,5
Information Retrieval,6,13,4,23,26,15
Information Retrieval,6,10,4,57,28,7
Information Retrieval,6,8,7,38,23,7
Information Retrieval,6,8,5,40,19,6
Information Retrieval,1,3,1,25,30,10
Information Retrieval,5,11,3,66,30,9
Information Retrieval,8,13,3,80,26,6
Information Retrieval,2,6,2,22,36,9
Information Retrieval,5,7,1,55,16,5
Information Retrieval,7,13,7,71,50,21
Information Retrieval,4,10,2,50,35,15
Information Retrieval,6,9,1,26,28,6
Information Retrieval,6,11,4,105,49,16
Information Retrieval,4,6,3,40,19,3
Information Retrieval,3,10,5,68,23,4
Information Retrieval,6,15,1,140,83,9
Information Retrieval,4,14,3,13,25,4
Information Retrieval,7,14,3,81,55,8
Information Retrieval,3,12,4,44,33,7
Information Retrieval,5,9,1,69,29,7
Information Retrieval,6,11,5,70,35,8
Information Retrieval,3,15,3,26,28,6
Information Retrieval,5,11,1,51,34,7
Information Retrieval,4,11,4,34,21,5
Information Retrieval,3,11,2,28,29,6
Information Retrieval,7,9,3,64,39,11
Information Retrieval,4,16,8,31,23,9
Information Retrieval,8,8,1,79,35,3
Information Retrieval,5,12,4,75,56,14
Information Retrieval,2,9,6,28,14,8
Information Retrieval,4,7,2,62,38,6
Information Retrieval,3,9,4,42,48,19
Information Retrieval,4,6,1,131,54,4
Information Retrieval,5,18,4,46,18,9
Information Retrieval,3,8,4,43,19,10
Information Retrieval,4,9,4,25,14,5
Information Retrieval,2,5,4,36,24,10
Information Retrieval,7,5,1,51,21,2
Information Retrieval,10,11,2,92,45,8
Information Retrieval,4,15,4,71,24,7
Information Retrieval,4,7,6,24,29,7
Information Retrieval,1,7,1,55,12,5
Information Retrieval,5,7,6,60,14,4
Information Retrieval,4,6,3,65,20,7
Information Retrieval,5,9,1,40,37,6
Information Retrieval,4,11,4,38,12,1
Information Retrieval,6,6,2,108,36,2
Information Retrieval,3,10,1,25,23,6
Information Retrieval,8,7,0,92,43,18
Information Retrieval,3,8,2,52,37,7
Information Retrieval,7,13,5,79,53,18
Information Retrieval,7,8,2,89,39,1
Information Retrieval,5,13,6,77,29,9
Information Retrieval,6,8,2,76,39,10
Information Retrieval,8,11,0,51,33,3
Information Retrieval,7,11,2,75,33,4
Information Retrieval,5,6,4,63,34,8
Information Retrieval,2,12,3,55,52,19
Information Retrieval,8,2,0,79,45,9
Information Retrieval,2,6,2,38,20,3
Information Retrieval,7,11,2,99,35,6
Information Retrieval,5,4,1,98,46,9
Information Retrieval,4,8,3,90,39,11
Information Retrieval,3,12,3,39,33,11
Information Retrieval,5,7,2,70,42,15
Information Retrieval,6,8,1,53,23,9
Information Retrieval,9,6,3,109,53,15
Information Retrieval,7,11,5,75,14,3
Information Retrieval,5,9,3,40,30,13
Information Retrieval,3,5,1,36,27,4
Information Retrieval,4,11,3,28,15,10
Information Retrieval,3,8,2,40,9,4
Information Retrieval,3,8,4,42,15,5
Information Retrieval,5,6,3,48,24,2
Information Retrieval,8,13,0,53,25,2
Information Retrieval,1,14,2,56,27,5
Information Retrieval,6,12,1,72,35,7
Information Retrieval,6,11,4,47,50,18
Information Retrieval,3,5,3,28,21,9
Information Retrieval,4,9,5,26,18,3
Information Retrieval,5,15,3,44,29,9
Information Retrieval,3,9,4,60,14,5
Information Retrieval,4,13,7,34,22,9
Information Retrieval,5,6,3,25,17,3
Information Retrieval,7,6,1,109,64,9
Information Retrieval,6,11,1,105,35,6
Information Retrieval,3,9,4,60,22,5
Information Retrieval,5,3,2,55,18,4
Information Retrieval,3,6,2,49,25,12
Information Retrieval,3,9,4,30,15,10
Information Retrieval,3,9,7,62,29,10
Information Retrieval,10,12,1,36,21,3
Information Retrieval,3,7,6,34,18,9
Information Retrieval,4,6,3,31,21,9
Information Retrieval,5,4,0,72,30,5
Information Retrieval,3,9,4,56,26,10
Information Retrieval,7,9,4,27,27,11
Information Retrieval,5,9,4,64,34,7
Information Retrieval,5,15,2,72,6,1
Information Retrieval,5,9,5,42,29,8
Information Retrieval,5,10,4,47,51,21
Information Retrieval,5,6,1,58,30,7
Information Retrieval,12,9,4,67,22,4
Information Retrieval,3,8,4,57,54,22
Information Retrieval,4,8,4,47,15,5
Information Retrieval,5,8,0,61,30,6
Information Retrieval,3,10,7,35,17,5
Information Retrieval,4,9,4,38,32,14
Information Retrieval,5,11,3,41,34,14
Information Retrieval,5,8,4,56,49,22
Information Retrieval,2,10,2,49,19,5
Information Retrieval,2,16,4,61,17,8
Information Retrieval,6,13,2,64,30,9
Information Retrieval,5,7,3,61,22,3
Information Retrieval,5,9,2,91,36,4
Information Retrieval,3,10,3,58,28,5
Information Retrieval,3,10,2,75,37,3
Information Retrieval,4,10,3,80,15,4
Information Retrieval,4,3,5,37,26,6
Information Retrieval,2,6,0,49,17,1
Information Retrieval,5,6,5,60,30,1
Information Retrieval,4,16,2,42,38,11
Information Retrieval,5,8,1,55,25,10
Information Retrieval,1,5,4,55,22,9
Information Retrieval,3,8,4,19,13,4
Information Retrieval,3,0,1,89,30,10
Information Retrieval,3,9,3,70,37,6
Information Retrieval,6,10,2,67,28,9
Information Retrieval,3,11,5,50,26,4
Information Retrieval,1,7,10,23,13,6
Information Retrieval,5,10,1,95,41,9
Information Retrieval,6,10,1,36,32,14
Information Retrieval,9,9,0,81,19,7
Information Retrieval,2,12,5,98,23,6
Information Retrieval,8,6,2,43,20,9
Information Retrieval,3,14,3,38,26,10
Information Retrieval,6,10,2,83,30,6
Information Retrieval,3,10,6,81,13,7
Information Retrieval,3,10,5,35,21,6
Information Retrieval,6,18,7,47,28,12
Information Retrieval,2,11,4,40,22,6
Information Retrieval,4,10,1,48,27,6
Information Retrieval,3,4,1,53,23,10
Information Retrieval,4,10,3,57,22,8
Information Retrieval,1,9,1,100,55,10
Information Retrieval,7,12,3,40,22,7
Information Retrieval,6,5,4,77,22,1
Information Retrieval,3,8,6,24,15,9
Information Retrieval,4,11,8,54,34,7
Information Retrieval,5,15,5,81,19,7
Information Retrieval,6,9,4,35,19,8
Information Retrieval,6,13,1,31,17,2
Information Retrieval,5,9,4,40,23,6
Information Retrieval,6,9,3,56,11,6
Information Retrieval,4,10,2,95,26,5
Information Retrieval,4,7,4,70,26,11
Information Retrieval,3,7,3,50,26,5
Information Retrieval,9,16,5,79,25,6
Information Retrieval,4,7,1,42,21,5
Information Retrieval,5,12,5,49,9,13
Information Retrieval,6,9,3,40,32,4
Information Retrieval,5,10,4,108,45,11
Information Retrieval,5,8,2,50,50,13
Information Retrieval,4,11,3,48,14,3
Information Retrieval,2,12,6,52,22,9
Information Retrieval,4,12,1,63,39,7
Information Retrieval,7,12,2,66,27,5
Information Retrieval,5,11,0,37,15,6
Information Retrieval,6,7,1,47,37,10
Information Retrieval,4,4,1,59,24,1
Information Retrieval,8,13,2,68,56,13
Information Retrieval,2,14,2,130,16,1
Information Retrieval,3,10,3,52,29,4
Information Retrieval,4,9,1,58,29,6
Information Retrieval,4,9,6,23,23,14
Information Retrieval,5,7,1,84,57,9
Information Retrieval,4,16,3,46,48,10
