Class,Rake_Title_Count,Yake_Title_Count,Keybert_Title_Count,Rake_Annotation_Count,Yake_Annotation_Count,Keybert_Annotation_Count
Fuzzy Logic,5,10,4,56,21,4
Fuzzy Logic,3,5,2,48,18,8
Fuzzy Logic,3,10,3,67,48,8
Fuzzy Logic,4,7,1,46,20,2
Fuzzy Logic,7,9,4,42,19,7
Fuzzy Logic,5,14,1,77,42,6
Fuzzy Logic,3,13,1,39,22,7
Fuzzy Logic,6,11,1,61,22,1
Fuzzy Logic,4,8,3,80,38,4
Fuzzy Logic,4,9,3,73,27,4
Fuzzy Logic,8,14,3,75,38,4
Fuzzy Logic,6,7,3,52,39,14
Fuzzy Logic,2,13,5,22,19,10
Fuzzy Logic,8,10,4,40,25,8
Fuzzy Logic,5,8,1,88,41,7
Fuzzy Logic,5,14,2,57,17,7
Fuzzy Logic,7,12,1,40,30,6
Fuzzy Logic,5,12,3,101,9,3
Fuzzy Logic,5,9,3,50,18,1
Fuzzy Logic,5,13,1,35,18,4
Fuzzy Logic,8,10,0,88,36,4
Fuzzy Logic,7,8,0,35,26,6
Fuzzy Logic,7,14,1,38,25,7
Fuzzy Logic,11,14,4,46,38,3
Fuzzy Logic,4,2,2,123,29,8
Fuzzy Logic,3,7,5,25,26,7
Fuzzy Logic,3,10,4,43,52,13
Fuzzy Logic,9,9,0,71,31,7
Fuzzy Logic,2,7,1,35,10,10
Fuzzy Logic,4,12,5,28,20,4
Fuzzy Logic,8,5,0,64,23,6
Fuzzy Logic,5,15,4,43,39,8
Fuzzy Logic,5,9,6,33,18,2
Fuzzy Logic,3,10,5,70,26,9
Fuzzy Logic,11,14,3,43,14,5
Fuzzy Logic,7,14,1,69,37,1
Fuzzy Logic,1,7,1,54,26,10
Fuzzy Logic,6,14,4,59,28,3
Fuzzy Logic,5,4,2,103,39,8
Fuzzy Logic,4,8,0,98,35,11
Fuzzy Logic,4,11,4,23,28,8
Fuzzy Logic,6,17,3,63,73,12
Fuzzy Logic,13,12,1,58,15,5
Fuzzy Logic,8,15,0,85,29,2
Fuzzy Logic,5,8,2,40,22,9
Fuzzy Logic,7,10,6,96,36,2
Fuzzy Logic,6,12,1,77,20,1
Fuzzy Logic,3,9,6,32,18,9
Fuzzy Logic,3,11,4,46,27,8
Fuzzy Logic,5,11,5,72,20,5
Fuzzy Logic,3,8,4,58,19,4
Fuzzy Logic,3,11,4,39,14,6
Fuzzy Logic,4,8,3,60,33,4
Fuzzy Logic,3,14,3,53,13,7
Fuzzy Logic,3,8,5,49,33,0
Fuzzy Logic,7,12,3,53,15,2
Fuzzy Logic,5,7,2,88,33,7
Fuzzy Logic,9,12,5,50,28,13
Fuzzy Logic,5,7,1,95,28,3
Fuzzy Logic,9,16,1,33,14,3
Fuzzy Logic,5,8,3,33,26,6
Fuzzy Logic,7,13,1,98,26,4
Fuzzy Logic,6,13,5,58,56,8
Fuzzy Logic,5,7,0,87,38,1
Fuzzy Logic,5,6,2,33,15,2
Fuzzy Logic,3,13,2,30,15,6
Fuzzy Logic,3,7,2,33,28,5
Fuzzy Logic,4,11,2,55,37,2
Fuzzy Logic,6,12,2,60,27,8
Fuzzy Logic,4,13,2,82,23,5
Fuzzy Logic,3,9,3,30,38,7
Fuzzy Logic,3,12,3,66,35,5
Fuzzy Logic,3,6,5,56,16,3
Fuzzy Logic,5,10,4,45,13,7
Fuzzy Logic,6,9,5,56,23,5
Fuzzy Logic,6,12,4,63,53,4
Fuzzy Logic,4,9,1,62,12,7
Fuzzy Logic,5,10,4,49,25,7
Fuzzy Logic,6,10,2,57,18,5
Fuzzy Logic,2,14,4,23,11,8
Fuzzy Logic,1,8,2,45,14,4
Fuzzy Logic,6,9,4,48,28,13
Fuzzy Logic,1,8,4,37,14,5
Fuzzy Logic,4,10,4,38,22,10
Fuzzy Logic,4,10,1,35,19,3
Fuzzy Logic,3,7,4,68,44,18
Fuzzy Logic,8,10,0,100,37,8
Fuzzy Logic,4,14,4,64,22,10
Fuzzy Logic,3,12,5,80,50,13
Fuzzy Logic,4,12,2,23,19,7
Fuzzy Logic,6,6,2,37,21,1
Fuzzy Logic,7,11,2,42,36,10
Fuzzy Logic,4,9,2,53,27,5
Fuzzy Logic,11,10,1,71,27,2
Fuzzy Logic,2,13,2,61,54,16
Fuzzy Logic,9,13,1,54,21,6
Fuzzy Logic,3,7,5,29,22,4
Fuzzy Logic,8,12,2,105,47,8
Fuzzy Logic,9,12,3,57,27,2
Fuzzy Logic,8,16,3,68,23,2
Fuzzy Logic,3,12,6,51,21,5
Fuzzy Logic,8,14,1,75,41,6
Fuzzy Logic,6,11,1,89,50,7
Fuzzy Logic,3,5,4,52,24,5
Fuzzy Logic,4,7,5,47,37,5
Fuzzy Logic,7,8,3,23,27,0
Fuzzy Logic,7,11,1,75,57,15
Fuzzy Logic,5,10,3,55,14,2
Fuzzy Logic,5,9,3,29,21,7
Fuzzy Logic,4,10,0,59,18,6
Fuzzy Logic,7,7,3,114,63,11
Fuzzy Logic,2,14,5,83,33,12
Fuzzy Logic,4,8,3,69,31,11
Fuzzy Logic,6,10,4,77,38,11
Fuzzy Logic,6,17,1,84,16,8
Fuzzy Logic,0,13,8,38,10,6
Fuzzy Logic,7,12,5,49,17,3
Fuzzy Logic,6,7,2,91,65,7
Fuzzy Logic,4,9,2,38,16,5
Fuzzy Logic,4,8,0,91,35,3
Fuzzy Logic,6,6,2,43,18,3
Fuzzy Logic,7,7,1,89,43,2
Fuzzy Logic,5,9,2,73,48,13
Fuzzy Logic,5,11,5,32,46,9
Fuzzy Logic,3,8,2,36,32,8
Fuzzy Logic,4,5,1,53,18,7
Fuzzy Logic,4,8,1,87,40,10
Fuzzy Logic,3,17,7,38,22,9
Fuzzy Logic,4,7,2,29,20,4
Fuzzy Logic,8,12,4,41,25,7
Fuzzy Logic,3,7,5,86,44,14
Fuzzy Logic,7,9,2,30,23,4
Fuzzy Logic,6,16,6,34,24,6
Fuzzy Logic,6,11,3,55,17,4
Fuzzy Logic,5,18,4,22,20,6
Fuzzy Logic,9,10,1,64,47,4
Fuzzy Logic,5,12,1,53,16,7
Fuzzy Logic,7,9,4,40,32,14
Fuzzy Logic,8,12,2,61,51,19
Fuzzy Logic,4,9,1,47,31,4
Fuzzy Logic,4,10,6,30,17,7
Fuzzy Logic,3,11,3,48,31,10
Fuzzy Logic,6,13,2,53,22,3
Fuzzy Logic,5,15,6,49,28,3
Fuzzy Logic,6,13,2,59,9,3
Fuzzy Logic,7,15,6,48,52,16
Fuzzy Logic,7,12,5,40,32,4
Fuzzy Logic,2,4,3,48,16,7
Fuzzy Logic,5,14,1,76,16,5
Fuzzy Logic,6,6,2,33,14,4
Fuzzy Logic,4,13,2,47,40,7
Fuzzy Logic,3,10,0,70,36,1
Fuzzy Logic,6,7,4,75,44,12
Fuzzy Logic,7,8,0,51,24,1
Fuzzy Logic,3,14,2,78,19,7
Fuzzy Logic,3,7,3,43,19,1
Fuzzy Logic,6,12,3,65,27,6
Fuzzy Logic,8,10,2,128,51,10
Fuzzy Logic,3,11,5,50,12,11
Fuzzy Logic,6,10,5,52,22,7
Fuzzy Logic,4,13,3,53,73,21
Fuzzy Logic,5,9,2,46,15,6
Fuzzy Logic,1,11,4,46,21,9
Fuzzy Logic,4,9,6,30,27,7
Fuzzy Logic,3,12,3,80,19,3
Fuzzy Logic,2,10,5,68,22,8
Fuzzy Logic,4,13,4,65,22,5
Fuzzy Logic,3,8,2,30,17,2
Fuzzy Logic,9,8,2,46,21,4
Fuzzy Logic,9,11,2,63,17,9
Fuzzy Logic,6,9,1,43,19,4
Fuzzy Logic,5,13,3,52,46,8
Fuzzy Logic,7,4,2,55,32,3
Fuzzy Logic,2,7,1,22,42,6
Fuzzy Logic,4,13,7,64,12,7
Fuzzy Logic,4,8,0,63,29,4
Fuzzy Logic,3,11,2,32,22,5
Fuzzy Logic,3,8,2,82,18,7
Fuzzy Logic,5,9,5,52,26,7
Fuzzy Logic,4,13,4,53,16,11
Fuzzy Logic,3,9,4,28,21,5
Fuzzy Logic,3,4,1,50,30,10
Fuzzy Logic,3,14,4,32,43,11
Fuzzy Logic,5,6,3,53,34,10
Fuzzy Logic,8,7,2,39,25,3
Fuzzy Logic,1,8,4,51,22,6
Fuzzy Logic,6,6,2,83,35,7
Fuzzy Logic,7,13,4,88,43,6
Fuzzy Logic,5,6,3,36,15,4
Fuzzy Logic,6,9,1,55,11,6
Fuzzy Logic,4,5,2,46,33,7
Fuzzy Logic,12,14,1,71,20,1
Fuzzy Logic,7,17,5,46,41,9
Fuzzy Logic,8,12,1,76,35,8
Fuzzy Logic,3,9,3,27,30,10
Fuzzy Logic,9,13,4,50,26,4
Fuzzy Logic,5,12,1,37,12,6
Fuzzy Logic,5,13,3,29,22,5
Fuzzy Logic,8,8,3,57,20,4
Fuzzy Logic,8,8,0,75,34,3
Fuzzy Logic,7,13,4,51,22,11
Fuzzy Logic,5,13,9,39,11,3
Fuzzy Logic,4,5,1,62,27,5
Fuzzy Logic,7,14,4,69,29,4
Fuzzy Logic,7,10,2,39,14,9
Fuzzy Logic,4,7,1,76,26,8
Fuzzy Logic,7,11,1,60,31,8
Fuzzy Logic,4,10,0,64,37,5
Fuzzy Logic,4,12,2,84,41,7
Fuzzy Logic,5,6,5,65,27,9
Fuzzy Logic,5,13,4,75,25,6
Fuzzy Logic,4,12,8,44,30,12
Fuzzy Logic,6,10,3,60,28,4
Fuzzy Logic,6,8,2,67,26,8
Fuzzy Logic,6,12,5,78,49,11
Fuzzy Logic,7,6,0,116,34,3
Fuzzy Logic,6,12,2,58,32,7
Fuzzy Logic,4,6,2,34,17,4
Fuzzy Logic,6,16,4,58,20,11
Fuzzy Logic,2,7,1,36,34,12
Fuzzy Logic,6,7,3,23,20,6
Fuzzy Logic,9,18,6,62,25,8
Fuzzy Logic,3,7,2,101,18,4
Fuzzy Logic,8,12,6,44,45,17
Fuzzy Logic,7,11,3,38,17,1
Fuzzy Logic,5,11,3,94,24,5
Fuzzy Logic,5,10,1,93,31,2
Fuzzy Logic,5,10,3,54,64,2
Fuzzy Logic,3,8,5,48,25,9
Fuzzy Logic,5,13,2,64,54,13
Fuzzy Logic,4,12,4,60,17,4
Fuzzy Logic,9,13,1,85,18,2
Fuzzy Logic,7,6,2,66,58,7
Fuzzy Logic,7,15,3,85,34,5
Fuzzy Logic,4,6,1,35,21,0
Fuzzy Logic,9,10,1,89,42,2
Fuzzy Logic,6,15,0,43,31,5
Fuzzy Logic,5,10,5,47,40,12
Fuzzy Logic,8,16,4,52,20,2
Fuzzy Logic,7,8,0,83,26,7
Fuzzy Logic,4,10,5,36,16,5
Fuzzy Logic,7,5,2,49,25,15
Fuzzy Logic,3,6,4,82,38,11
Fuzzy Logic,6,14,3,58,22,1
Fuzzy Logic,4,10,6,52,28,7
Fuzzy Logic,6,14,1,37,10,1
Fuzzy Logic,4,4,0,91,29,0
Fuzzy Logic,4,4,1,35,19,6
Fuzzy Logic,4,9,3,63,26,6
Fuzzy Logic,7,14,2,36,29,6
Fuzzy Logic,8,5,2,64,19,4
Fuzzy Logic,6,11,2,56,26,7
Fuzzy Logic,4,5,0,84,60,1
Fuzzy Logic,6,8,4,39,11,2
Fuzzy Logic,5,14,4,70,75,30
Fuzzy Logic,5,6,0,110,72,1
Fuzzy Logic,4,11,1,61,23,2
Fuzzy Logic,3,7,3,43,22,3
Fuzzy Logic,7,9,2,103,44,6
Fuzzy Logic,3,12,4,49,15,7
Fuzzy Logic,3,8,4,28,16,5
Fuzzy Logic,4,8,1,47,16,3
Fuzzy Logic,5,8,0,41,10,3
Fuzzy Logic,3,6,1,45,15,8
Fuzzy Logic,8,15,1,83,42,2
Fuzzy Logic,5,16,0,74,34,3
Fuzzy Logic,6,15,2,59,23,9
Fuzzy Logic,6,4,2,76,19,5
Fuzzy Logic,9,14,6,41,7,3
Fuzzy Logic,5,11,3,56,22,7
Fuzzy Logic,4,7,0,35,28,8
Fuzzy Logic,5,7,1,59,40,15
Fuzzy Logic,8,12,3,14,9,0
Fuzzy Logic,5,11,2,58,45,13
Fuzzy Logic,6,12,3,69,45,7
Fuzzy Logic,5,13,6,70,35,13
Fuzzy Logic,4,7,3,54,23,6
Fuzzy Logic,5,10,2,77,58,11
Fuzzy Logic,4,11,3,119,36,12
Fuzzy Logic,5,11,2,43,19,5
Fuzzy Logic,6,9,0,62,19,9
Fuzzy Logic,6,15,5,40,12,3
Fuzzy Logic,4,5,4,108,19,6
Fuzzy Logic,3,12,3,75,51,7
Fuzzy Logic,6,15,0,96,22,1
Fuzzy Logic,4,7,2,67,34,9
Fuzzy Logic,6,9,4,67,26,7
Fuzzy Logic,4,11,1,40,20,3
Fuzzy Logic,5,6,1,80,35,2
Fuzzy Logic,2,10,4,43,19,3
Fuzzy Logic,4,8,2,40,13,4
Fuzzy Logic,4,12,3,53,13,3
Fuzzy Logic,5,15,4,46,34,8
Fuzzy Logic,5,9,3,85,39,9
Fuzzy Logic,7,14,4,76,19,5
Fuzzy Logic,7,12,4,42,35,12
Fuzzy Logic,12,8,2,53,31,5
Fuzzy Logic,7,11,3,70,29,8
Fuzzy Logic,5,6,2,46,17,6
Fuzzy Logic,5,9,6,62,29,1
Fuzzy Logic,13,9,3,81,34,2
Fuzzy Logic,5,2,3,50,21,4
Fuzzy Logic,3,9,2,43,30,6
Fuzzy Logic,6,12,6,42,15,9
Fuzzy Logic,4,10,3,51,27,7
Fuzzy Logic,5,11,5,44,41,17
Fuzzy Logic,2,8,5,43,20,7
Fuzzy Logic,6,12,3,43,41,6
Fuzzy Logic,1,16,3,51,36,8
Fuzzy Logic,4,5,0,61,22,2
Fuzzy Logic,2,7,6,49,16,6
Fuzzy Logic,1,10,3,31,26,10
Fuzzy Logic,11,6,2,105,30,5
Fuzzy Logic,10,16,4,93,45,11
Fuzzy Logic,7,13,3,22,14,6
Fuzzy Logic,4,10,2,19,33,11
Fuzzy Logic,4,6,3,42,21,6
Fuzzy Logic,2,13,4,44,44,26
Fuzzy Logic,5,8,2,27,20,4
Fuzzy Logic,5,16,4,41,30,8
Fuzzy Logic,7,12,1,45,41,2
Fuzzy Logic,6,7,1,48,32,7
Fuzzy Logic,6,11,1,81,33,7
Fuzzy Logic,5,6,4,60,48,7
Fuzzy Logic,8,12,0,38,14,3
Fuzzy Logic,3,8,5,47,30,9
Fuzzy Logic,8,11,2,92,34,3
Fuzzy Logic,5,16,1,34,26,4
Fuzzy Logic,3,15,5,50,42,13
Fuzzy Logic,8,10,1,55,41,5
Fuzzy Logic,4,11,5,62,15,7
Fuzzy Logic,6,17,5,56,25,13
Fuzzy Logic,5,9,4,48,17,12
Fuzzy Logic,2,8,3,77,37,4
Fuzzy Logic,5,7,3,99,56,5
Fuzzy Logic,3,7,5,34,20,12
Fuzzy Logic,4,13,1,72,29,6
Fuzzy Logic,5,10,1,61,22,5
Fuzzy Logic,1,8,4,21,14,6
Fuzzy Logic,4,7,5,42,13,0
Fuzzy Logic,4,8,5,39,21,9
Fuzzy Logic,5,11,4,33,14,3
Fuzzy Logic,7,15,1,45,22,2
Fuzzy Logic,2,7,5,51,16,7
Fuzzy Logic,5,10,4,49,13,1
Fuzzy Logic,10,8,3,69,58,14
Fuzzy Logic,13,9,0,68,41,3
Fuzzy Logic,5,13,4,84,37,7
Fuzzy Logic,9,17,8,54,34,11
Fuzzy Logic,3,9,4,54,18,5
Fuzzy Logic,4,11,4,35,18,4
Fuzzy Logic,2,7,1,60,28,5
Fuzzy Logic,7,13,1,48,29,4
Fuzzy Logic,4,9,4,51,39,10
Fuzzy Logic,9,13,0,97,42,11
Fuzzy Logic,3,10,5,67,32,7
Fuzzy Logic,7,12,2,76,22,7
Fuzzy Logic,7,10,3,51,38,11
Fuzzy Logic,3,7,1,64,13,7
Fuzzy Logic,2,8,3,33,31,7
Fuzzy Logic,2,8,5,32,18,8
Fuzzy Logic,8,13,4,95,35,12
Fuzzy Logic,6,8,4,62,23,10
Fuzzy Logic,9,19,3,30,12,5
Fuzzy Logic,4,8,5,65,25,3
Fuzzy Logic,6,12,1,69,40,9
#      Rake Title: 16685
#      Yake Title: 31169
#      KeyBERT Title: 8644
#      Rake Annotation: 205023
#      Yake Annotation: 97097
#      KeyBERT Annotation: 22632